timestamp,ear,eye_open,total_blinks,blink_rate,cognitive,attention,fatigue,stress
2025-12-31T10:49:48,0.2822,0.881,10,6.61,47.7,72.4,10.0,25.0
2025-12-31T10:49:49,0.2609,0.74,10,6.46,47.5,66.6,12.1,28.7
2025-12-31T10:49:50,0.2657,0.771,10,6.32,47.4,68.9,10.8,25.0
2025-12-31T10:49:51,0.2657,0.771,10,6.19,47.4,68.9,10.8,25.0
2025-12-31T10:49:52,0.2657,0.771,10,6.06,47.4,68.9,10.8,25.0
2025-12-31T10:49:53,0.2658,0.772,10,5.93,47.2,70.3,10.2,25.0
2025-12-31T10:49:54,0.2514,0.676,10,5.82,46.7,68.5,11.8,25.0
2025-12-31T10:49:55,0.211,0.407,10,5.71,46.6,66.7,13.2,32.4
2025-12-31T10:49:56,0.2617,0.745,10,5.6,46.5,71.4,10.3,25.0
2025-12-31T10:49:57,0.3139,1.0,10,5.49,46.4,77.0,10.2,31.3
2025-12-31T10:49:58,0.2412,0.608,10,5.39,46.3,71.8,10.8,31.0
2025-12-31T10:49:59,0.2465,0.644,10,5.3,46.2,67.7,13.3,25.3
2025-12-31T10:50:00,0.2882,0.921,10,5.2,46.1,77.5,10.0,30.2
2025-12-31T10:50:01,0.2984,0.989,10,5.11,46.0,79.5,10.0,26.2
2025-12-31T10:50:02,0.2984,0.989,10,5.02,46.0,79.5,10.0,26.2
2025-12-31T10:50:03,0.2984,0.989,10,4.08,46.0,79.5,10.0,26.2
2025-12-31T10:50:04,0.2984,0.989,10,4.01,46.0,79.5,10.0,26.2
2025-12-31T10:50:06,0.2984,0.989,10,4.0,46.0,79.5,10.0,26.2
2025-12-31T10:50:07,0.2984,0.989,10,3.91,46.0,79.5,10.0,26.2
2025-12-31T10:50:08,0.2495,0.663,10,3.82,44.2,70.0,14.0,27.1
2025-12-31T10:50:09,0.3041,1.0,10,3.74,44.1,82.5,10.0,28.8
2025-12-31T10:50:10,0.3747,1.0,10,3.66,44.0,82.7,10.0,30.3
2025-12-31T10:50:11,0.2795,0.863,10,3.59,43.9,78.7,10.0,27.6
2025-12-31T10:50:12,0.2775,0.85,10,3.52,43.9,82.1,10.0,28.8
2025-12-31T10:50:13,0.2137,0.425,10,3.45,43.8,66.6,17.0,29.5
2025-12-31T10:50:14,0.2737,0.825,10,3.38,43.8,79.7,10.0,28.7
2025-12-31T10:50:15,0.2962,0.975,10,3.32,43.7,78.5,10.6,28.5
2025-12-31T10:50:16,0.2582,0.721,10,3.26,43.7,75.6,11.4,25.6
2025-12-31T10:50:17,0.2432,0.621,10,3.2,43.6,73.4,13.0,29.8
2025-12-31T10:50:18,0.4426,1.0,10,3.14,43.6,83.7,10.0,32.4
2025-12-31T10:50:19,0.4426,1.0,10,3.09,43.6,83.7,10.0,32.4
2025-12-31T10:50:20,0.4426,1.0,10,3.03,43.6,83.7,10.0,32.4
2025-12-31T10:50:21,0.4426,1.0,10,2.04,43.6,83.7,10.0,32.4
2025-12-31T10:50:22,0.4426,1.0,10,2.0,43.6,83.7,10.0,32.4
2025-12-31T10:50:23,0.2899,0.932,10,0.0,39.2,89.0,10.0,32.9
2025-12-31T10:50:24,0.1924,0.962,10,0.0,38.7,77.9,15.8,26.7
2025-12-31T10:50:25,0.1924,0.962,10,0.0,38.7,77.9,15.8,26.7
2025-12-31T10:50:26,0.1924,0.962,10,0.0,38.7,77.9,15.8,26.7
2025-12-31T10:50:27,0.1924,0.962,10,0.0,38.7,77.9,15.8,26.7
2025-12-31T10:50:28,0.1924,0.962,10,0.0,38.7,80.1,14.6,27.1
2025-12-31T10:50:29,0.2205,0.47,10,0.0,39.0,74.3,17.2,25.9
2025-12-31T10:50:30,0.2413,0.609,10,0.0,39.0,77.3,15.3,25.0
2025-12-31T10:50:31,0.2428,0.619,10,0.0,39.1,76.7,15.7,28.7
2025-12-31T10:50:32,0.2639,0.76,10,0.0,39.1,83.0,11.5,25.0
2025-12-31T10:50:33,0.2731,0.821,10,0.0,39.2,85.6,10.2,25.0
2025-12-31T10:50:34,0.265,0.767,10,0.0,39.2,84.7,10.5,25.0
2025-12-31T10:50:35,0.265,0.767,10,0.0,39.2,84.7,10.5,25.0
2025-12-31T10:50:36,0.265,0.767,10,0.0,39.2,84.7,10.5,25.0
2025-12-31T10:50:37,0.265,0.767,10,0.0,39.2,84.7,10.5,25.0
2025-12-31T10:50:38,0.265,0.767,10,0.0,39.2,84.7,10.5,25.0
2025-12-31T10:50:39,0.265,0.767,10,0.0,39.2,84.7,10.5,25.0
2025-12-31T10:50:40,0.2711,0.807,10,0.0,39.6,84.4,10.9,29.0
2025-12-31T10:50:41,0.2346,0.564,10,0.0,39.6,78.9,14.6,25.0
2025-12-31T10:50:42,0.2529,0.686,10,0.0,39.7,80.6,13.6,25.0
2025-12-31T10:50:43,0.2623,0.748,10,0.0,39.7,79.5,14.3,30.2
2025-12-31T10:50:44,0.2556,0.704,10,0.0,39.8,81.3,13.1,25.0
2025-12-31T10:50:45,0.2523,0.682,10,0.0,39.9,80.3,13.9,25.0
2025-12-31T10:50:46,0.2661,0.774,10,0.0,39.9,84.0,11.4,25.0
2025-12-31T10:50:47,0.2845,0.897,10,0.0,40.0,87.2,10.0,25.6
2025-12-31T10:50:48,0.258,0.72,10,0.0,40.0,82.3,12.6,25.0
2025-12-31T10:50:49,0.2701,0.801,10,0.0,40.1,83.9,11.6,25.0
2025-12-31T10:50:50,0.2749,0.833,10,0.0,40.1,83.2,12.2,25.0
2025-12-31T10:50:51,0.2222,0.481,10,0.0,40.2,75.8,17.1,29.5
